Date,High,Low,Open,Close,Volume,Adj Close
2009-01-02,28056.80078125,26392.5,27724.0,28056.80078125,3776162.0,23341.033203125
2009-01-05,31813.599609375,28912.80078125,29198.099609375,30624.80078125,5471512.0,25477.40625
2009-01-06,31195.400390625,30434.5,30719.900390625,30815.0,3977880.0,25635.638671875
2009-01-07,31908.69921875,30434.5,31100.30078125,31338.099609375,4262979.0,26070.814453125
2009-01-08,31005.19921875,29578.599609375,30957.599609375,30244.30078125,2534784.0,25160.86328125
2009-01-09,31338.099609375,28912.80078125,30910.099609375,28912.80078125,3185069.0,24053.16015625
2009-01-12,28532.400390625,27628.900390625,28104.400390625,28151.900390625,2357821.0,23420.15234375
2009-01-13,29245.69921875,27391.099609375,27771.5,28770.19921875,1702177.0,23934.525390625
2009-01-14,30434.5,28056.80078125,29388.400390625,30434.5,2464924.0,25319.09375
2009-01-15,29293.19921875,28437.30078125,29103.0,28532.400390625,2747024.0,23736.69921875
2009-01-16,28722.599609375,27153.30078125,28056.80078125,28675.0,4323701.0,23855.328125
2009-01-19,29198.099609375,27819.099609375,28627.5,28151.900390625,3306051.0,23420.15234375
2009-01-20,27581.30078125,26820.400390625,27581.30078125,26820.400390625,3004805.0,22312.4453125
2009-01-21,25869.400390625,25156.0,25203.599609375,25203.599609375,3672616.0,20967.3984375
2009-01-22,26677.80078125,25393.80078125,26487.599609375,25679.099609375,4073167.0,21362.9765625
2009-01-23,25203.599609375,24252.5,24918.30078125,24252.5,4519585.0,20176.158203125
2009-01-28,26915.5,25013.400390625,25298.69921875,26154.69921875,4768545.0,21758.638671875
2009-01-29,27771.5,26582.69921875,27105.80078125,27010.69921875,4762983.0,22470.7578125
2009-01-30,27533.69921875,25916.900390625,26154.69921875,27248.400390625,3461423.0,22668.5078125
2009-02-02,26154.69921875,24918.30078125,25393.80078125,25156.0,7500190.0,20927.798828125
2009-02-03,26297.30078125,24490.30078125,24728.099609375,26202.19921875,7306349.0,21798.15234375
2009-02-04,27153.30078125,26440.0,26915.5,27153.30078125,4203246.0,22589.39453125
2009-02-05,27961.69921875,26249.80078125,26440.0,26630.19921875,3102045.0,22154.212890625
2009-02-06,27866.599609375,27153.30078125,27628.900390625,27819.099609375,2911630.0,23143.287109375
2009-02-09,29388.400390625,27914.19921875,29007.900390625,27914.19921875,3573894.0,23222.400390625
2009-02-10,28817.69921875,27628.900390625,28342.19921875,28247.099609375,2993987.0,23499.34765625
2009-02-11,27771.5,26392.5,27105.80078125,27581.30078125,4428520.0,22945.455078125
2009-02-12,27391.099609375,25964.5,27200.900390625,26249.80078125,4514649.0,21837.75390625
2009-02-13,26677.80078125,25869.400390625,26249.80078125,26487.599609375,2456853.0,22035.58203125
2009-02-16,26487.599609375,25679.099609375,26392.5,26012.0,3212950.0,21639.923828125
2009-02-17,25850.0,24500.0,25700.0,25050.0,4945645.0,20839.6171875
2009-02-18,24400.0,23550.0,24300.0,23600.0,4425953.0,19633.328125
2009-02-19,24800.0,23600.0,24000.0,24150.0,4325900.0,20090.88671875
2009-02-20,23800.0,22050.0,23400.0,22900.0,4762908.0,19050.984375
2009-02-23,23300.0,21600.0,22500.0,22950.0,6337203.0,19092.580078125
2009-02-24,22100.0,21350.0,22050.0,21550.0,4118925.0,17927.892578125
2009-02-25,22750.0,21250.0,22750.0,21250.0,5029539.0,17678.3125
2009-02-26,22400.0,20950.0,21700.0,21300.0,3313799.0,17719.912109375
2009-02-27,23350.0,21350.0,21550.0,23300.0,5549769.0,19383.751953125
2009-03-02,22600.0,21800.0,22350.0,22000.0,3608319.0,18302.2578125
2009-03-03,21850.0,20500.0,21100.0,21500.0,4456655.0,17886.298828125
2009-03-04,22250.0,21000.0,21350.0,21950.0,4219167.0,18260.66015625
2009-03-05,22100.0,21250.0,22100.0,21450.0,4196405.0,17844.701171875
2009-03-06,20900.0,20500.0,20600.0,20500.0,3727166.0,17054.375
2009-03-09,21300.0,20400.0,20850.0,20800.0,3514612.0,17303.951171875
2009-03-10,23700.0,20400.0,20400.0,22800.0,9438003.0,18967.79296875
2009-03-11,24150.0,23200.0,24150.0,23300.0,5981152.0,19383.751953125
2009-03-12,23250.0,22450.0,23150.0,23000.0,5893082.0,19134.177734375
2009-03-13,23700.0,22000.0,23600.0,22600.0,7384031.0,18801.408203125
2009-03-16,23300.0,22050.0,22400.0,23000.0,6471151.0,19134.177734375
2009-03-17,25500.0,23600.0,23800.0,25200.0,8269292.0,20964.40234375
2009-03-18,26000.0,24850.0,25850.0,25900.0,6471703.0,21546.74609375
2009-03-19,26750.0,25500.0,26400.0,25600.0,5640469.0,21297.173828125
2009-03-20,25850.0,24400.0,25600.0,25000.0,4003418.0,20798.021484375
2009-03-23,25800.0,25050.0,25200.0,25700.0,711840.0,21380.361328125
2009-03-24,28300.0,26800.0,28050.0,27250.0,5149025.0,22669.841796875
2009-03-25,27250.0,26400.0,26850.0,27000.0,2679648.0,22461.861328125
2009-03-26,27800.0,26700.0,26900.0,27700.0,3230092.0,23044.203125
2009-03-27,27850.0,26200.0,27350.0,26700.0,4257823.0,22212.28515625
2009-03-30,26300.0,24300.0,26050.0,24300.0,5099345.0,20215.673828125
2009-03-31,25400.0,24450.0,24750.0,24600.0,6243395.0,20465.25
2009-04-01,25800.0,24750.0,25200.0,25750.0,3829239.0,21421.95703125
2009-04-02,28000.0,26450.0,26700.0,27750.0,5937158.0,23085.80078125
2009-04-03,29300.0,28050.0,28500.0,28900.0,7880234.0,24042.509765625
2009-04-06,30600.0,29000.0,29050.0,29750.0,5461864.0,24749.640625
2009-04-07,29600.0,28350.0,29250.0,28900.0,4236232.0,24042.509765625
2009-04-08,28250.0,27600.0,28050.0,27600.0,3252831.0,22961.013671875
2009-04-09,30200.0,27850.0,27950.0,29950.0,5834982.0,24916.029296875
2009-04-10,31800.0,30150.0,31500.0,30300.0,6692761.0,25207.197265625
2009-04-13,30800.0,29400.0,30550.0,30300.0,2826730.0,25207.197265625
2009-04-14,31300.0,30050.0,30900.0,30300.0,3880890.0,25207.197265625
2009-04-15,29850.0,28650.0,29600.0,29800.0,3747890.0,24791.23828125
2009-04-16,30800.0,28850.0,30500.0,29300.0,4284196.0,24375.279296875
2009-04-17,29700.0,28650.0,29450.0,28750.0,3442900.0,23917.720703125
2009-04-20,29950.0,28300.0,28900.0,29850.0,2248782.0,24832.8359375
2009-04-21,29200.0,28300.0,28850.0,29050.0,3268860.0,24167.296875
2009-04-22,29650.0,28900.0,29650.0,29250.0,2777649.0,24333.681640625
2009-04-23,29450.0,28300.0,29250.0,29000.0,3216777.0,24125.701171875
2009-04-24,30000.0,28550.0,29400.0,29600.0,4436355.0,24624.85546875
2009-04-27,30100.0,29000.0,29600.0,29000.0,3372829.0,24125.701171875
2009-04-28,29700.0,27950.0,29550.0,28000.0,4642971.0,23293.78125
2009-04-29,29400.0,28100.0,28400.0,29400.0,2481506.0,24458.46875
2009-04-30,32100.0,30150.0,30200.0,31700.0,9347581.0,26371.884765625
2009-05-04,36350.0,32500.0,32800.0,34000.0,11720357.0,28285.306640625
2009-05-06,34200.0,31700.0,33500.0,31700.0,13466449.0,26371.884765625
2009-05-07,32850.0,31450.0,32700.0,31850.0,9094384.0,26496.67578125
2009-05-08,32300.0,31300.0,31600.0,32300.0,4792285.0,26871.04296875
2009-05-11,32850.0,31850.0,32850.0,32300.0,4359113.0,26871.04296875
2009-05-12,32450.0,31500.0,31900.0,31800.0,3076141.0,26455.080078125
2009-05-13,32300.0,31100.0,31700.0,31500.0,4632110.0,26205.50390625
2009-05-14,30900.0,30300.0,30750.0,30300.0,3865703.0,25207.197265625
2009-05-15,32100.0,30900.0,31100.0,31950.0,3929708.0,26579.869140625
2009-05-18,31900.0,30750.0,31300.0,31400.0,3751418.0,26122.310546875
2009-05-19,33000.0,31950.0,32900.0,32650.0,5426782.0,27162.212890625
2009-05-20,33150.0,32300.0,32800.0,33000.0,3645102.0,27453.38671875
2009-05-21,33800.0,32650.0,33000.0,33250.0,3577305.0,27661.365234375
2009-05-22,33200.0,32100.0,32700.0,32200.0,2743470.0,26787.849609375
2009-05-25,31900.0,29150.0,31500.0,31600.0,3980679.0,26288.6953125
2009-05-26,31850.0,30500.0,31800.0,30700.0,2945781.0,25539.96484375
2009-05-27,31400.0,30400.0,31300.0,30900.0,2616681.0,25706.3515625
2009-05-28,32000.0,30250.0,30300.0,32000.0,2379182.0,26621.462890625
2009-05-29,32000.0,30500.0,31650.0,31450.0,3801452.0,26163.90625
2009-06-01,33100.0,31200.0,31750.0,32650.0,3603001.0,27162.212890625
2009-06-02,33350.0,31800.0,33300.0,31900.0,2942519.0,26538.271484375
2009-06-03,31900.0,31050.0,31700.0,31400.0,2640952.0,26122.310546875
2009-06-04,31250.0,29900.0,31200.0,29950.0,3498209.0,24916.029296875
2009-06-05,31200.0,29900.0,31200.0,30300.0,2780282.0,25207.197265625
2009-06-08,30550.0,29550.0,29900.0,29800.0,2832381.0,24791.23828125
2009-06-09,30450.0,29150.0,30450.0,29250.0,2261274.0,24333.681640625
2009-06-10,30900.0,29300.0,29450.0,30900.0,2448691.0,25706.3515625
2009-06-11,31250.0,30500.0,30700.0,30750.0,4273031.0,25581.5625
2009-06-12,30950.0,30500.0,30850.0,30900.0,2369359.0,25706.3515625
2009-06-15,31150.0,30100.0,31150.0,30400.0,2400447.0,25290.390625
2009-06-16,30650.0,29850.0,29950.0,30550.0,2132993.0,25415.181640625
2009-06-17,30550.0,29800.0,30200.0,29800.0,2361567.0,24791.23828125
2009-06-18,30050.0,29500.0,29800.0,29650.0,1676076.0,24666.451171875
2009-06-19,30400.0,29650.0,29800.0,30400.0,1671530.0,25290.390625
2009-06-22,31750.0,30100.0,30150.0,31650.0,3157457.0,26330.2890625
2009-06-23,31200.0,30400.0,30750.0,31150.0,2296625.0,25914.330078125
2009-06-24,31300.0,30550.0,31300.0,30900.0,2132626.0,25706.3515625
2009-06-25,31700.0,30900.0,31000.0,31300.0,3642608.0,26039.119140625
2009-06-26,31450.0,30650.0,31400.0,31450.0,2278276.0,26163.90625
2009-06-29,31950.0,31400.0,31500.0,31800.0,1887073.0,26455.080078125
2009-06-30,32950.0,32150.0,32200.0,32250.0,4106620.0,26829.443359375
2009-07-01,33850.0,31950.0,32400.0,33600.0,4771840.0,27952.5390625
2009-07-02,34100.0,33150.0,33750.0,33350.0,2817548.0,27744.5546875
2009-07-03,34000.0,32600.0,32650.0,34000.0,1688936.0,28285.306640625
2009-07-06,34000.0,33400.0,33700.0,34000.0,1540091.0,28285.306640625
2009-07-07,34350.0,33100.0,34000.0,33400.0,2146577.0,27786.15234375
2009-07-08,33200.0,32600.0,33000.0,32900.0,2007101.0,27370.1953125
2009-07-09,34050.0,32550.0,32700.0,33050.0,4036312.0,27494.98046875
2009-07-10,34150.0,33300.0,33300.0,34000.0,2724582.0,28285.306640625
2009-07-13,34650.0,32750.0,34150.0,32900.0,2857784.0,27370.1953125
2009-07-14,34450.0,33400.0,33900.0,34000.0,3390798.0,28285.306640625
2009-07-15,36200.0,34550.0,34600.0,35700.0,5577516.0,29699.5703125
2009-07-16,36950.0,36350.0,36500.0,36800.0,4521893.0,30614.681640625
2009-07-17,36950.0,36000.0,36800.0,36600.0,2172668.0,30448.296875
2009-07-20,37500.0,36350.0,36700.0,37300.0,2252413.0,31030.642578125
2009-07-21,38150.0,37300.0,37600.0,37800.0,2329805.0,31446.603515625
2009-07-22,37500.0,36750.0,37450.0,37000.0,2785932.0,30781.068359375
2009-07-23,37400.0,36450.0,36900.0,36800.0,1961836.0,30614.681640625
2009-07-24,37400.0,36050.0,37400.0,36450.0,2581800.0,30323.50390625
2009-07-27,38100.0,36700.0,36900.0,37400.0,2786487.0,31113.837890625
2009-07-28,38900.0,37600.0,38200.0,38500.0,2934334.0,32028.947265625
2009-07-29,39900.0,38050.0,38600.0,39700.0,2662782.0,33027.25390625
2009-07-30,40400.0,39250.0,39800.0,40300.0,2889278.0,33526.41015625
2009-07-31,41950.0,40150.0,40300.0,41600.0,4140603.0,34607.90234375
2009-08-03,42800.0,41700.0,42000.0,41800.0,2564151.0,34774.28515625
2009-08-04,42200.0,40650.0,41600.0,41200.0,4296397.0,34275.1328125
2009-08-05,42900.0,41200.0,41300.0,41450.0,2644652.0,34483.11328125
2009-08-06,42600.0,41500.0,41500.0,42350.0,1985301.0,35231.84765625
2009-08-07,43150.0,41500.0,42800.0,41950.0,2393830.0,34899.07421875
2009-08-10,42650.0,41400.0,42350.0,41550.0,1850024.0,34566.30859375
2009-08-11,41950.0,40150.0,41550.0,40300.0,3148122.0,33526.41015625
2009-08-12,40000.0,38650.0,40000.0,39150.0,2689580.0,32569.701171875
2009-08-13,40800.0,39400.0,40000.0,39400.0,3847177.0,32777.671875
2009-08-14,41600.0,40350.0,40550.0,41350.0,2863833.0,34399.9296875
2009-08-17,41350.0,39100.0,41350.0,39400.0,2372561.0,32777.671875
2009-08-18,39900.0,38400.0,38600.0,39000.0,2629366.0,32444.91015625
2009-08-19,39800.0,38450.0,39400.0,38800.0,2245700.0,32278.5234375
2009-08-20,40900.0,39100.0,39250.0,40900.0,2409404.0,34025.55859375
2009-08-21,41650.0,39950.0,41500.0,41100.0,2051188.0,34191.94140625
2009-08-24,43500.0,41900.0,42350.0,42500.0,4112602.0,35356.625
2009-08-25,42850.0,41500.0,42000.0,42500.0,2100206.0,35356.625
2009-08-26,42750.0,41850.0,42700.0,42450.0,1590384.0,35315.03515625
2009-08-27,42250.0,41000.0,42000.0,41500.0,1902394.0,34524.70703125
2009-08-28,42250.0,41500.0,42000.0,41750.0,1066448.0,34732.69140625
2009-08-31,41600.0,39900.0,41100.0,41000.0,2948775.0,34108.75
2009-09-01,42300.0,40950.0,40950.0,42100.0,2057538.0,35023.859375
2009-09-02,43600.0,40850.0,41400.0,42500.0,2803382.0,35356.625
2009-09-03,44650.0,42700.0,42750.0,43800.0,4363556.0,36438.1328125
2009-09-04,45000.0,43550.0,44800.0,44150.0,3315678.0,36729.30078125
2009-09-07,44700.0,43200.0,44400.0,43750.0,1216447.0,36396.53515625
