Date,High,Low,Open,Close,Volume,Adj Close
2009-01-02,2910.0,2635.0,2820.0,2795.0,3773.0,2470.177978515625
2009-01-05,2810.0,2625.0,2640.0,2750.0,8240.0,2430.407470703125
2009-01-06,2775.0,2650.0,2705.0,2710.0,6700.0,2395.05615234375
2009-01-07,2770.0,2680.0,2770.0,2720.0,4560.0,2403.893798828125
2009-01-08,2780.0,2665.0,2720.0,2750.0,2760.0,2430.407470703125
2009-01-09,2800.0,2705.0,2720.0,2800.0,4604.0,2474.596923828125
2009-01-12,2850.0,2745.0,2800.0,2785.0,6730.0,2461.340087890625
2009-01-13,2805.0,2665.0,2740.0,2790.0,4530.0,2465.759521484375
2009-01-14,2940.0,2750.0,2750.0,2915.0,1876.0,2576.232177734375
2009-01-15,2915.0,2620.0,2915.0,2810.0,6190.0,2483.434814453125
2009-01-16,2790.0,2665.0,2665.0,2760.0,4721.0,2439.24560546875
2009-01-19,2785.0,2710.0,2765.0,2780.0,6343.0,2456.92138671875
2009-01-20,2890.0,2705.0,2890.0,2795.0,4190.0,2470.177978515625
2009-01-21,2810.0,2530.0,2530.0,2785.0,2590.0,2461.340087890625
2009-01-22,2860.0,2730.0,2860.0,2755.0,2119.0,2434.82666015625
2009-01-23,2820.0,2500.0,2820.0,2500.0,20740.0,2209.461669921875
2009-01-28,2700.0,2500.0,2660.0,2500.0,55802.0,2209.461669921875
2009-01-29,2550.0,2470.0,2495.0,2550.0,1318140.0,2253.65087890625
2009-01-30,2590.0,2475.0,2550.0,2590.0,285953.0,2289.001953125
2009-02-02,2745.0,2600.0,2745.0,2640.0,6069.0,2333.19140625
2009-02-03,2780.0,2630.0,2780.0,2650.0,4280.0,2342.029296875
2009-02-04,2795.0,2600.0,2750.0,2790.0,12260.0,2465.759521484375
2009-02-05,2785.0,2690.0,2785.0,2700.0,14352.0,2386.218017578125
2009-02-06,2795.0,2690.0,2795.0,2765.0,5550.0,2443.664306640625
2009-02-09,2850.0,2770.0,2770.0,2790.0,3276.0,2465.759521484375
2009-02-10,2820.0,2700.0,2700.0,2800.0,2900.0,2474.596923828125
2009-02-11,2995.0,2710.0,2795.0,2910.0,13860.0,2571.8134765625
2009-02-12,3280.0,2850.0,2910.0,3240.0,57651.0,2863.462158203125
2009-02-13,3100.0,3000.0,3100.0,3030.0,44576.0,2677.867431640625
2009-02-16,3480.0,3030.0,3180.0,3230.0,865744.0,2854.62451171875
2009-02-17,3250.0,2750.0,3250.0,2755.0,188893.0,2434.82666015625
2009-02-18,2750.0,2500.0,2600.0,2590.0,41528.0,2289.001953125
2009-02-19,2620.0,2465.0,2600.0,2520.0,59416.0,2227.136962890625
2009-02-20,2530.0,2300.0,2530.0,2335.0,25565.0,2063.63720703125
2009-02-23,2395.0,2295.0,2310.0,2395.0,13407.0,2116.66455078125
2009-02-24,2750.0,2290.0,2360.0,2360.0,23450.0,2085.731689453125
2009-02-25,2585.0,2380.0,2585.0,2420.0,13950.0,2138.758544921875
2009-02-26,2500.0,2375.0,2440.0,2375.0,12030.0,2098.988525390625
2009-02-27,2400.0,2280.0,2400.0,2375.0,12370.0,2098.988525390625
2009-03-02,2465.0,2350.0,2375.0,2400.0,13550.0,2121.082763671875
2009-03-03,2400.0,2230.0,2300.0,2400.0,15060.0,2121.082763671875
2009-03-04,2470.0,2300.0,2470.0,2410.0,10000.0,2129.920654296875
2009-03-05,2660.0,2380.0,2480.0,2445.0,10713.0,2160.853271484375
2009-03-06,2490.0,2400.0,2445.0,2465.0,2870.0,2178.529541015625
2009-03-09,2550.0,2420.0,2420.0,2500.0,8844.0,2209.461669921875
2009-03-10,2545.0,2460.0,2460.0,2545.0,11470.0,2249.231689453125
2009-03-11,2685.0,2545.0,2545.0,2600.0,19580.0,2297.83984375
2009-03-12,2710.0,2550.0,2710.0,2680.0,19130.0,2368.54296875
2009-03-13,2740.0,2640.0,2640.0,2680.0,5330.0,2368.54296875
2009-03-16,2700.0,2565.0,2680.0,2660.0,6670.0,2350.867431640625
2009-03-17,2690.0,2565.0,2600.0,2660.0,19331.0,2350.867431640625
2009-03-18,2695.0,2660.0,2695.0,2665.0,16010.0,2355.2861328125
2009-03-19,2720.0,2660.0,2665.0,2660.0,21050.0,2350.867431640625
2009-03-20,2685.0,2625.0,2660.0,2625.0,6060.0,2319.934814453125
2009-03-23,2650.0,2600.0,2650.0,2610.0,4600.0,2306.677734375
2009-03-24,2695.0,2615.0,2695.0,2635.0,18625.0,2328.7724609375
2009-03-25,2740.0,2600.0,2630.0,2705.0,29230.0,2390.637451171875
2009-03-26,2835.0,2680.0,2730.0,2835.0,29804.0,2505.529296875
2009-03-27,3260.0,2885.0,2885.0,3120.0,71824.0,2757.408203125
2009-03-30,3400.0,3015.0,3400.0,3075.0,51950.0,2761.89892578125
2009-03-31,3080.0,2785.0,3000.0,3000.0,38541.0,2694.5361328125
2009-04-01,3060.0,2915.0,2975.0,3040.0,19810.0,2730.46240234375
2009-04-02,3210.0,3045.0,3045.0,3145.0,73220.0,2824.771484375
2009-04-03,3140.0,2955.0,3085.0,3110.0,34410.0,2793.3349609375
2009-04-06,3200.0,3080.0,3100.0,3150.0,38761.0,2829.262451171875
2009-04-07,3260.0,3070.0,3130.0,3260.0,27717.0,2928.06201171875
2009-04-08,3295.0,3140.0,3160.0,3140.0,22203.0,2820.280517578125
2009-04-09,3370.0,3125.0,3200.0,3370.0,39064.0,3026.86181640625
2009-04-10,3875.0,3470.0,3700.0,3700.0,319064.0,3323.2607421875
2009-04-13,3900.0,3730.0,3850.0,3795.0,191700.0,3408.587890625
2009-04-14,3810.0,3650.0,3810.0,3770.0,63872.0,3386.133056640625
2009-04-15,3800.0,3670.0,3800.0,3670.0,23032.0,3296.315185546875
2009-04-16,3860.0,3600.0,3675.0,3600.0,32000.0,3233.44287109375
2009-04-17,3740.0,3400.0,3740.0,3495.0,30681.0,3139.134033203125
2009-04-20,3595.0,3355.0,3595.0,3490.0,19290.0,3134.64306640625
2009-04-21,3560.0,3330.0,3450.0,3560.0,14290.0,3197.515625
2009-04-22,3740.0,3560.0,3600.0,3570.0,12709.0,3206.49755859375
2009-04-23,3650.0,3530.0,3650.0,3590.0,9860.0,3224.46044921875
2009-04-24,3630.0,3445.0,3610.0,3450.0,12841.0,3098.7158203125
2009-04-27,3610.0,3450.0,3500.0,3460.0,19960.0,3107.69775390625
2009-04-28,3530.0,3450.0,3500.0,3480.0,11260.0,3125.6611328125
