Date,High,Low,Open,Close,Volume,Adj Close
2009-01-02,76041.5,72803.6015625,74275.3984375,76041.5,1145063.0,71337.0625
2009-01-05,77807.6015625,76041.5,77022.703125,76924.6015625,1672325.0,72165.5234375
2009-01-06,80064.3984375,76728.3984375,76924.6015625,79868.1015625,2654154.0,74926.921875
2009-01-07,82517.296875,80162.5,80653.1015625,82517.296875,2077350.0,77412.2109375
2009-01-08,81634.296875,79966.203125,81045.5,80947.3984375,1281038.0,75939.4375
2009-01-09,81928.6015625,78102.0,81438.0,78494.5,1105811.0,73638.296875
2009-01-12,78200.1015625,75747.203125,77022.703125,75845.296875,911491.0,71152.9921875
2009-01-13,75943.3984375,73490.5,75060.296875,75943.3984375,1278600.0,71245.0234375
2009-01-14,78102.0,74766.0,75747.203125,77905.796875,856694.0,73086.0234375
2009-01-15,75649.1015625,72116.796875,74766.0,72313.0,1254904.0,67839.2265625
2009-01-16,75747.203125,72607.3984375,73098.0,75550.8984375,1145018.0,70876.796875
2009-01-19,79868.1015625,75943.3984375,75943.3984375,79377.5,1515628.0,74466.671875
2009-01-20,77807.6015625,75747.203125,77317.1015625,76237.796875,801687.0,71521.203125
2009-01-21,74667.8984375,72705.5,72705.5,73882.8984375,853260.0,69311.9921875
2009-01-22,75747.203125,70154.3984375,75550.8984375,71135.6015625,1730529.0,66734.671875
2009-01-23,69663.796875,66720.296875,68682.703125,67014.703125,3224707.0,62868.71484375
2009-01-28,70645.0,68192.1015625,68192.1015625,70546.8984375,1902410.0,66182.3828125
2009-01-29,72116.796875,70448.796875,71430.0,71037.5,1340936.0,66642.6328125
2009-01-30,71037.5,69173.296875,69271.3984375,70743.1015625,940727.0,66366.4453125
2009-02-02,70546.8984375,68977.0,69075.1015625,69762.0,1351148.0,65446.05078125
2009-02-03,71920.6015625,68977.0,69663.796875,71822.3984375,1399209.0,67378.9765625
2009-02-04,76728.3984375,73098.0,73686.703125,76532.1015625,3307237.0,71797.3125
2009-02-05,76728.3984375,73882.8984375,75649.1015625,74275.3984375,1626129.0,69680.2109375
2009-02-06,76728.3984375,74962.203125,76041.5,76532.1015625,1300509.0,71797.3125
2009-02-09,78003.8984375,74373.5,77709.5,74667.8984375,1175840.0,70048.4296875
2009-02-10,75845.296875,72116.796875,74962.203125,72803.6015625,1316675.0,68299.4765625
2009-02-11,73196.1015625,70645.0,71135.6015625,72803.6015625,855184.0,68299.4765625
2009-02-12,74471.6015625,72116.796875,72214.8984375,73490.5,1276548.0,68943.875
2009-02-13,77022.703125,72313.0,73490.5,77022.703125,1875651.0,72257.5625
2009-02-16,77022.703125,74667.8984375,76139.6015625,74667.8984375,1015938.0,70048.4296875
2009-02-17,74373.5,71626.203125,73981.0,72214.8984375,1054646.0,67747.1796875
2009-02-18,73392.296875,70743.1015625,71331.8984375,72509.296875,1003152.0,68023.375
2009-02-19,74766.0,70841.296875,72705.5,73981.0,1062464.0,69404.0390625
2009-02-20,73196.1015625,70154.3984375,72901.703125,70154.3984375,1292495.0,65814.171875
2009-02-23,73196.1015625,69467.6015625,69663.796875,72705.5,911675.0,68207.4453125
2009-02-24,71724.296875,70154.3984375,70448.796875,70252.6015625,914075.0,65906.3046875
2009-02-25,73686.703125,71233.703125,72313.0,72509.296875,1245552.0,68023.375
2009-02-26,74177.296875,70154.3984375,73098.0,71331.8984375,1385202.0,66918.8203125
2009-02-27,71626.203125,70154.3984375,70645.0,70252.6015625,1343295.0,65906.3046875
2009-03-02,69271.3984375,67014.703125,69173.296875,67701.5,1333709.0,63513.0234375
2009-03-03,70350.703125,66327.796875,66327.796875,70350.703125,1404300.0,65998.328125
2009-03-04,72313.0,68388.296875,69663.796875,72214.8984375,1179623.0,67747.1796875
2009-03-05,72705.5,70841.296875,72607.3984375,71626.203125,894627.0,67194.9140625
2009-03-06,75452.796875,70154.3984375,70546.8984375,73981.0,1716739.0,69404.0390625
2009-03-09,77415.203125,75943.3984375,76335.8984375,77415.203125,1655861.0,72625.765625
2009-03-10,77807.6015625,75158.5,76532.1015625,77513.296875,1241955.0,72717.8046875
